ENSG00000000003	TSPAN6
ENSG00000243871	RN7SL487P
ENSG00000243910	TUBA4B
ENSG00000243911	RN7SL430P
ENSG00000243918	EIF4BP8
ENSG00000243926	TIPARP-AS1
ENSG00000243927	MRPS6
ENSG00000243943	ZNF512
ENSG00000243951	RN7SL308P
ENSG00000243954	RN7SL743P
ENSG00000243960	AL390195.1
ENSG00000243964	RPL23AP65
ENSG00000243970	PPIEL
ENSG00000243979	AC087752.1
ENSG00000243989	ACY1
ENSG00000244005	NFS1
ENSG00000244009	B3GAT3P1
ENSG00000244019	RPS2P24
ENSG00000244020	MT1HL1
ENSG00000244021	AC093591.1
ENSG00000244026	FAM86DP
ENSG00000244036	AC073320.1
ENSG00000244038	DDOST
ENSG00000244040	IL12A-AS1
ENSG00000244041	LINC01011
ENSG00000244043	RPS27P27
ENSG00000244044	RN7SL735P
ENSG00000244045	TMEM199
ENSG00000244055	AC007566.1
ENSG00000244071	RPL9P33
ENSG00000244073	RPS4XP6
ENSG00000244080	RN7SL833P
ENSG00000244086	RPS20P35
ENSG00000244112	RN7SL508P
ENSG00000244119	PDCL3P4
ENSG00000244124	ATP1B3-AS1
ENSG00000244151	AC010973.2
ENSG00000244153	WWP1P1
ENSG00000244158	Z84488.1
ENSG00000244161	FLNB-AS1
ENSG00000244165	P2RY11
ENSG00000244171	PBX2P1
ENSG00000244184	AC091153.3
ENSG00000244187	TMEM141
ENSG00000244192	AC113367.1
ENSG00000244198	AC004889.1
ENSG00000244219	TMEM225B
ENSG00000244227	LRRC77P
ENSG00000244242	IFITM10
ENSG00000244245	AC133134.1
ENSG00000244251	AC013356.1
ENSG00000244256	RN7SL130P
ENSG00000244265	SIAH2-AS1
ENSG00000244267	RPL34P22
ENSG00000244273	PGBD4P1
ENSG00000244274	DBNDD2
ENSG00000244283	RPL23AP73
ENSG00000244300	GATA2-AS1
ENSG00000244310	AC093904.3
ENSG00000244313	AC024293.1
ENSG00000244331	AC008677.2
ENSG00000244332	AL138759.1
ENSG00000244346	AC092953.1
ENSG00000244356	RN7SL398P
ENSG00000244363	RPL7P23
ENSG00000244378	RPS2P45
ENSG00000244380	AC134772.1
ENSG00000244390	RPS6P22
ENSG00000244398	AC116533.1
ENSG00000244405	ETV5
ENSG00000244432	RPL39P28
ENSG00000244436	AC023050.1
ENSG00000244459	AC147067.1
ENSG00000244462	RBM12
ENSG00000244471	AL137058.1
ENSG00000244476	ERVFRD-1
ENSG00000244480	AC005154.3
ENSG00000244482	LILRA6
ENSG00000244485	RPL18P13
ENSG00000244486	SCARF2
ENSG00000244490	RWDD4P1
ENSG00000244491	AL021707.5
ENSG00000244493	SLC9A9-AS2
ENSG00000244502	HDAC11-AS1
ENSG00000244509	APOBEC3C
ENSG00000244513	AC109587.1
ENSG00000244556	ODCP
ENSG00000244560	AC004890.2
ENSG00000244571	RPS6P4
ENSG00000244573	RPL30P11
ENSG00000244582	RPL21P120
ENSG00000244586	WNT5A-AS1
ENSG00000244604	AC025518.1
ENSG00000244607	CCDC13
ENSG00000244617	ASPRV1
ENSG00000244625	MIATNB
ENSG00000244627	Z98749.2
ENSG00000244641	RPS26P43
ENSG00000244649	LINC02086
ENSG00000244668	SNRPCP3
ENSG00000244671	RN7SL280P
ENSG00000244675	AC108676.1
ENSG00000244676	AL109761.1
ENSG00000244677	RN7SL706P
ENSG00000244682	FCGR2C
ENSG00000244687	UBE2V1
ENSG00000244692	RN7SL724P
ENSG00000244694	PTCHD4
ENSG00000244701	AC004918.1
ENSG00000244710	RN7SL47P
ENSG00000244716	BX679664.3
ENSG00000244720	AC055748.1
ENSG00000244733	AL132656.2
ENSG00000244734	HBB
ENSG00000244754	N4BP2L2
ENSG00000244879	GABPB1-AS1
ENSG00000244921	MTCYBP18
ENSG00000244926	ALKBH3-AS1
ENSG00000244932	AL449212.1
ENSG00000244945	AC136604.2
ENSG00000244952	AC123768.2
ENSG00000245008	AP001122.1
ENSG00000245017	LINC02453
ENSG00000245025	AC107959.1
ENSG00000245059	AC092718.1
ENSG00000245060	LINC00847
ENSG00000245067	IGFBP7-AS1
ENSG00000245080	MIR3150BHG
ENSG00000245105	A2M-AS1
ENSG00000245112	SMARCA5-AS1
ENSG00000245146	MALINC1
ENSG00000245148	ARAP1-AS2
ENSG00000245149	RNF139-AS1
ENSG00000245156	AP001107.1
ENSG00000245164	LINC00861
ENSG00000245205	EEF1A1P4
ENSG00000245213	AC105285.1
ENSG00000245248	USP2-AS1
ENSG00000245261	AL133375.1
ENSG00000245275	SAP30L-AS1
ENSG00000245281	AC124242.1
ENSG00000245293	AC096564.1
ENSG00000245311	ARNTL2-AS1
ENSG00000245317	AC008393.1
ENSG00000245322	AC097460.1
ENSG00000245330	AP005717.1
ENSG00000245384	CXXC4-AS1
ENSG00000245385	AP003396.1
ENSG00000245468	LINC02447
ENSG00000245479	LINC01585
ENSG00000245482	AC046130.1
ENSG00000245498	AP000866.1
ENSG00000245522	AC026250.1
ENSG00000245526	LINC00461
ENSG00000245532	NEAT1
ENSG00000245534	RORA-AS1
ENSG00000245552	AP000787.1
ENSG00000245556	SCAMP1-AS1
ENSG00000245571	FAM111A-DT
ENSG00000245573	BDNF-AS
ENSG00000245614	DDX11-AS1
ENSG00000245648	AC022075.1
ENSG00000245680	ZNF585B
ENSG00000245685	FRG1-DT
ENSG00000245694	CRNDE
ENSG00000245748	AC097382.2
ENSG00000245750	DRAIC
ENSG00000245768	AC092378.1
ENSG00000245848	CEBPA
ENSG00000245849	RAD51-AS1
ENSG00000245864	MEF2C-AS2
ENSG00000245869	AP004609.1
ENSG00000245888	AC106739.1
ENSG00000245904	AC025164.1
ENSG00000245910	SNHG6
ENSG00000245928	AC112719.2
ENSG00000245937	LINC01184
ENSG00000245954	LINC02273
ENSG00000245958	AC093752.1
ENSG00000245970	AP003352.1
ENSG00000245975	AC090515.2
ENSG00000246067	RAB30-AS1
ENSG00000246082	NUDT16P1
ENSG00000246084	LINC02325
ENSG00000246089	AC016065.1
ENSG00000246090	AP002026.1
ENSG00000246100	LINC00900
ENSG00000246130	AC107959.2
ENSG00000246145	RRS1-AS1
ENSG00000246174	KCTD21-AS1
ENSG00000246203	AL353807.3
ENSG00000246214	AC022113.1
ENSG00000246223	LINC01550
ENSG00000246225	AC006299.1
ENSG00000246250	AC087521.2
ENSG00000246263	UBR5-AS1
ENSG00000246273	SBF2-AS1
ENSG00000246283	AC090510.1
ENSG00000246308	AC116535.1
ENSG00000246323	AC113382.1
ENSG00000246334	PRR7-AS1
ENSG00000246339	EXTL3-AS1
ENSG00000246350	AL049543.1
ENSG00000246363	LINC02458
ENSG00000246366	LACTB2-AS1
ENSG00000246375	AC107067.1
ENSG00000246379	AC007495.1
ENSG00000246394	AC073911.1
ENSG00000246422	AC008781.2
ENSG00000246430	LINC00968
ENSG00000246451	AL049840.1
ENSG00000246477	AF131216.1
ENSG00000246523	AP001528.1
ENSG00000246526	LINC002481
ENSG00000246528	AC079089.1
ENSG00000246541	AC096746.1
ENSG00000246548	LINC02288
ENSG00000246560	AC018797.2
ENSG00000246582	AC100861.1
ENSG00000246596	AC139795.1
ENSG00000246627	CACNA1C-AS1
ENSG00000246695	RASSF8-AS1
ENSG00000246705	H2AFJ
ENSG00000246731	AC100786.1
ENSG00000246740	PLA2G4E-AS1
ENSG00000246774	ZCCHC23
ENSG00000246777	AC044802.1
ENSG00000246790	AP000977.1
ENSG00000246792	AC106038.1
ENSG00000246851	AL157938.3
ENSG00000246859	STARD4-AS1
ENSG00000246877	DNM1P35
ENSG00000246889	AP000487.1
ENSG00000246898	LINC00920
ENSG00000246922	UBAP1L
ENSG00000246982	Z84485.1
ENSG00000246985	SOCS2-AS1
ENSG00000247011	AC005920.1
ENSG00000247033	AC099508.1
ENSG00000247077	PGAM5
ENSG00000247081	BAALC-AS1
ENSG00000247092	SNHG10
ENSG00000247095	MIR210HG
ENSG00000247121	AC009126.1
ENSG00000247131	AC025263.1
ENSG00000247134	AC090204.1
ENSG00000247137	AP000873.2
ENSG00000247151	CSTF3-AS1
ENSG00000247157	LINC01252
ENSG00000247193	AC104078.1
ENSG00000247199	AC091948.1
ENSG00000247228	AC009060.1
ENSG00000247240	UBL7-AS1
ENSG00000247271	ZBED5-AS1
ENSG00000247287	AL359220.1
ENSG00000247315	ZCCHC3
ENSG00000247317	LY6E-DT
ENSG00000247345	AC092343.1
ENSG00000247363	AC090061.1
ENSG00000247372	AC008897.2
ENSG00000247373	AC055713.1
ENSG00000247400	DNAJC3-AS1
ENSG00000247473	CARS-AS1
ENSG00000247498	GPRC5D-AS1
ENSG00000247516	MIR4458HG
ENSG00000247556	OIP5-AS1
ENSG00000247572	CKMT2-AS1
ENSG00000247595	SPTY2D1OS
ENSG00000247596	TWF2
ENSG00000247624	CPEB2-AS1
ENSG00000247626	MARS2
ENSG00000247627	MTND4P12
ENSG00000247675	LRP4-AS1
ENSG00000247679	AC139795.2
ENSG00000247708	STX18-AS1
ENSG00000247728	AC091057.1
ENSG00000247735	AC120114.1
ENSG00000247746	USP51
ENSG00000247774	PCED1B-AS1
ENSG00000247796	AC008966.1
ENSG00000247828	TMEM161B-AS1
ENSG00000247853	AC006064.2
ENSG00000247877	AC021086.1
ENSG00000247903	AC024896.1
ENSG00000247925	AL139807.1
ENSG00000247934	AC022364.1
ENSG00000247950	SEC24B-AS1
ENSG00000247970	AL160313.1
ENSG00000247982	LINC00926
ENSG00000248008	NRAV
ENSG00000248015	AC005329.1
ENSG00000248019	FAM13A-AS1
ENSG00000248049	UBA6-AS1
ENSG00000248079	DPH6-AS1
ENSG00000248092	NNT-AS1
ENSG00000248098	BCKDHA
ENSG00000248099	INSL3
ENSG00000248121	SMURF2P1
ENSG00000248122	APOOP4
ENSG00000248124	RRN3P1
ENSG00000248150	LINC02150
ENSG00000248155	CR545473.1
ENSG00000248159	HSPA8P11
ENSG00000248161	AC098487.1
ENSG00000248180	GAPDHP60
ENSG00000248202	LINC02234
ENSG00000248208	WDR45P1
ENSG00000248221	STX18-IT1
ENSG00000248223	AC026785.2
ENSG00000248227	LINC02513
ENSG00000248240	AC114956.1
ENSG00000248243	LINC02014
ENSG00000248254	AC107398.2
ENSG00000248256	OCIAD1-AS1
ENSG00000248268	AC010275.1
ENSG00000248275	TRIM52-AS1
ENSG00000248278	SUMO2P17
ENSG00000248279	LINC02120
ENSG00000248283	CCNL2P1
ENSG00000248295	DDX43P1
ENSG00000248309	MEF2C-AS1
ENSG00000248318	AC104958.1
ENSG00000248323	LUCAT1
ENSG00000248333	CDK11B
ENSG00000248334	WHAMMP2
ENSG00000248340	AC106047.2
ENSG00000248356	AC093864.1
ENSG00000248360	LINC00504
ENSG00000248367	AC008610.1
ENSG00000248369	AC114741.1
ENSG00000248375	AC104066.1
ENSG00000248377	HMGN1P9
ENSG00000248385	TARM1
ENSG00000248388	AC093801.1
ENSG00000248429	FAM198B-AS1
ENSG00000248439	RPL23AP94
ENSG00000248445	SEMA6A-AS1
ENSG00000248455	LINC02217
ENSG00000248476	BACH1-IT1
ENSG00000248477	AC139495.1
ENSG00000248483	POU5F2
ENSG00000248485	PCP4L1
ENSG00000248487	ABHD14A
ENSG00000248489	LINC02062
ENSG00000248503	AL356235.1
ENSG00000248508	SRP14-AS1
ENSG00000248516	AC105415.1
ENSG00000248525	AC026787.1
ENSG00000248527	MTATP6P1
ENSG00000248544	AC008676.1
ENSG00000248550	OTX2-AS1
ENSG00000248553	OR52H2P
ENSG00000248555	LINC01339
ENSG00000248559	AC109454.2
ENSG00000248568	KRT8P48
ENSG00000248569	AC026410.3
ENSG00000248571	AC106882.1
ENSG00000248578	NPM1P21
ENSG00000248585	AC084024.2
ENSG00000248586	AC025470.1
ENSG00000248587	GDNF-AS1
ENSG00000248592	TMEM110-MUSTN1
ENSG00000248593	DSTNP2
ENSG00000248599	AC018781.1
ENSG00000248626	GAPDHP40
ENSG00000248632	AC106872.5
ENSG00000248636	AC002070.1
ENSG00000248643	RBM14-RBM4
ENSG00000248645	AC106872.6
ENSG00000248647	AC012613.1
ENSG00000248664	AC010273.1
ENSG00000248668	OXCT1-AS1
ENSG00000248671	ALG1L9P
ENSG00000248677	LINC02102
ENSG00000248682	ARHGAP22-IT1
ENSG00000248690	HAS2-AS1
ENSG00000248693	LINC02100
ENSG00000248697	TOX4P1
ENSG00000248712	CCDC153
ENSG00000248713	AC083902.2
ENSG00000248714	AC091180.2
ENSG00000248724	NPHP3-AS1
ENSG00000248727	LINC01948
ENSG00000248734	AC008906.1
ENSG00000248735	R3HDM2P1
ENSG00000248748	MTND5P9
ENSG00000248773	AC108727.1
ENSG00000248774	AC097534.1
ENSG00000248780	ARL4AP2
ENSG00000248785	HIGD1AP14
ENSG00000248787	AC092903.2
ENSG00000248789	LINC02118
ENSG00000248791	AC010627.1
ENSG00000248794	AC026436.1
ENSG00000248795	AC098859.1
ENSG00000248809	LINC01095
ENSG00000248810	LINC02432
ENSG00000248821	AC009238.3
ENSG00000248839	AC021660.2
ENSG00000248840	AL645949.1
ENSG00000248863	AC097376.1
ENSG00000248866	USP46-AS1
ENSG00000248873	SERBP1P6
ENSG00000248874	C5orf17
ENSG00000248881	AC010245.1
ENSG00000248884	AC010280.2
ENSG00000248890	HHIP-AS1
ENSG00000248896	AC105001.1
ENSG00000248898	AC022126.1
ENSG00000248905	FMN1
ENSG00000248909	HMGB1P21
ENSG00000248919	ATP5MF-PTCD1
ENSG00000248925	AC021087.1
ENSG00000248932	AC097103.2
ENSG00000248936	AC027607.1
ENSG00000248942	LINC01335
ENSG00000248956	HMGB1P44
ENSG00000248964	AC131254.1
ENSG00000248966	BCLAF1P1
ENSG00000248968	AC012640.1
ENSG00000248971	KRT8P46
ENSG00000248980	AC019163.1
ENSG00000248988	AC093700.1
ENSG00000248991	AC097375.1
ENSG00000248996	AC145098.1
ENSG00000249014	HMGN2P4
ENSG00000249020	SNORA58
ENSG00000249028	AC004672.1
ENSG00000249042	AC008771.1
ENSG00000249047	COX6B1P5
ENSG00000249055	TBCAP3
ENSG00000249085	AC035140.1
ENSG00000249087	ZNF436-AS1
ENSG00000249092	PPIAP77
ENSG00000249094	AC007834.1
ENSG00000249096	LINC02362
ENSG00000249115	HAUS5
ENSG00000249119	MTND6P4
ENSG00000249129	SUDS3P1
ENSG00000249138	AC084871.1
ENSG00000249140	PRDX2P3
ENSG00000249141	AL159163.1
ENSG00000249180	AC020900.1
ENSG00000249189	AC245052.6
ENSG00000249192	MTND3P25
ENSG00000249201	AC114291.1
ENSG00000249207	AC079921.1
ENSG00000249209	AP000311.1
ENSG00000249222	ATP5MGL
ENSG00000249236	AC008892.1
ENSG00000249241	LINC02265
ENSG00000249242	TMEM150C
ENSG00000249249	AC010226.1
ENSG00000249252	AC098829.1
ENSG00000249256	ATP5MGP3
ENSG00000249259	AC027613.1
ENSG00000249264	EEF1A1P9
ENSG00000249267	LINC00939
ENSG00000249274	PDLIM1P4
ENSG00000249283	ACTR3BP4
ENSG00000249286	AMD1P3
ENSG00000249307	LINC01088
ENSG00000249309	AC020703.1
ENSG00000249310	APOBEC3B-AS1
ENSG00000249334	AC084048.1
ENSG00000249348	UGDH-AS1
ENSG00000249352	LINC02198
ENSG00000249353	NPM1P27
ENSG00000249363	AC011411.1
ENSG00000249372	ATP6V1G1P6
ENSG00000249375	CASC11
ENSG00000249379	AL033397.2
ENSG00000249383	LINC02071
ENSG00000249388	AC023794.3
ENSG00000249407	IL20RB-AS1
ENSG00000249426	AC093206.1
ENSG00000249437	NAIP
ENSG00000249454	GZMAP1
ENSG00000249456	AL731577.2
ENSG00000249459	ZNF286B
ENSG00000249465	RBMXP4
ENSG00000249471	ZNF324B
ENSG00000249474	AC020651.1
ENSG00000249476	AC008467.1
ENSG00000249483	AC026726.1
ENSG00000249487	LINC01586
ENSG00000249488	NACAP5
ENSG00000249489	GAPDHP70
ENSG00000249492	AC114956.3
ENSG00000249494	AC008629.1
ENSG00000249502	AC006160.1
ENSG00000249518	AC011352.2
ENSG00000249532	AC106864.1
ENSG00000249565	SERBP1P5
ENSG00000249572	AC034231.1
ENSG00000249592	AC139887.2
ENSG00000249593	AC011405.1
ENSG00000249601	LINC01187
ENSG00000249604	AC096564.2
ENSG00000249635	AC109361.1
ENSG00000249637	AC008438.1
ENSG00000249639	AC022092.1
ENSG00000249655	AC008434.1
ENSG00000249661	TNRC18P1
ENSG00000249662	LINC02218
ENSG00000249664	AC027338.1
ENSG00000249667	LINC01259
ENSG00000249673	NOP14-AS1
ENSG00000249679	AC106897.1
ENSG00000249684	AC106795.2
ENSG00000249685	AC079921.2
ENSG00000249690	AC110813.1
ENSG00000249695	AC026369.1
ENSG00000249700	SRD5A3-AS1
ENSG00000249709	ZNF564
ENSG00000249715	FER1L5
ENSG00000249730	OR10J4
ENSG00000249736	LINC02242
ENSG00000249738	AC008691.1
ENSG00000249741	AC093890.1
ENSG00000249747	LINC02374
ENSG00000249748	AC112204.2
ENSG00000249751	ECSCR
ENSG00000249772	AC026427.1
ENSG00000249774	AC025458.1
ENSG00000249779	AC106800.2
ENSG00000249784	SCARNA22
ENSG00000249786	EAF1-AS1
ENSG00000249790	AC092490.1
ENSG00000249806	AC139720.1
ENSG00000249825	AC012636.1
ENSG00000249835	VCAN-AS1
ENSG00000249839	AC011330.1
ENSG00000249846	LINC02021
ENSG00000249850	KRT18P31
ENSG00000249855	EEF1A1P19
ENSG00000249856	AC116337.3
ENSG00000249858	SNX5P1
ENSG00000249859	PVT1
ENSG00000249863	AC021106.1
ENSG00000249867	AC090833.1
ENSG00000249881	AC008696.2
ENSG00000249884	RNF103-CHMP3
ENSG00000249889	ALG1L11P
ENSG00000249896	LINC02495
ENSG00000249898	MCPH1-AS1
ENSG00000249915	PDCD6
ENSG00000249931	GOLGA8K
ENSG00000249936	RAC1P2
ENSG00000249948	GBA3
ENSG00000249965	CDC42P4
ENSG00000249971	AC104116.1
ENSG00000249975	OR5H3P
ENSG00000249978	TRGV7
ENSG00000249986	YWHAQP6
ENSG00000249992	TMEM158
ENSG00000249993	BFSP2-AS1
ENSG00000250011	HMGB1P3
ENSG00000250012	AC079848.1
ENSG00000250026	TMPRSS11BNL
ENSG00000250031	AC009927.1
ENSG00000250033	SLC7A11-AS1
ENSG00000250039	AC096719.1
ENSG00000250041	AC069360.1
ENSG00000250043	AC106895.1
ENSG00000250064	AC097480.1
ENSG00000250067	YJEFN3
ENSG00000250069	AC011379.1
ENSG00000250073	AP000866.2
ENSG00000250075	AC104806.2
ENSG00000250081	AC025176.1
ENSG00000250091	DNAH10OS
ENSG00000250100	AC111000.3
ENSG00000250106	ANKRD33B-AS1
ENSG00000250107	CACNA1G-AS1
ENSG00000250111	AC107982.1
ENSG00000250116	AC018682.1
ENSG00000250131	AC078881.1
ENSG00000250132	AC004803.1
ENSG00000250138	AC139495.3
ENSG00000250155	AC008957.1
ENSG00000250159	AC106791.1
ENSG00000250166	AC087241.1
ENSG00000250170	RASA2-IT1
ENSG00000250182	EEF1A1P13
ENSG00000250186	AC091180.3
ENSG00000250189	AC097504.1
ENSG00000250197	HMGN1P15
ENSG00000250215	CIR1P2
ENSG00000250220	AC053527.1
ENSG00000250222	AC008443.5
ENSG00000250230	AP002754.1
ENSG00000250237	AC010273.2
ENSG00000250240	AC008840.1
ENSG00000250251	PKD1P6
ENSG00000250254	PTTG2
ENSG00000250261	CCDC74BP1
ENSG00000250271	AC068647.2
ENSG00000250274	AC034199.1
ENSG00000250280	AC026124.1
ENSG00000250290	NCAPGP1
ENSG00000250292	AC093844.1
ENSG00000250293	CRYZP2
ENSG00000250299	MRPS31P4
ENSG00000250303	AP002884.1
ENSG00000250305	TRMT9B
ENSG00000250312	ZNF718
ENSG00000250317	SMIM20
ENSG00000250318	AC003072.1
ENSG00000250321	AC079140.2
ENSG00000250326	AC104596.1
ENSG00000250332	AC010460.3
ENSG00000250337	PURPL
ENSG00000250338	AC095057.2
ENSG00000250339	CXCL1P1
ENSG00000250362	AC008592.1
ENSG00000250365	AL139353.2
ENSG00000250375	AC097501.2
ENSG00000250376	AC093720.1
ENSG00000250379	AC020659.2
ENSG00000250391	AC092284.1
ENSG00000250397	AP006623.1
ENSG00000250403	AC097460.2
ENSG00000250415	AC022113.2
ENSG00000250422	AC117529.2
ENSG00000250423	KIAA1210
ENSG00000250456	LINC02260
ENSG00000250461	AC122718.1
ENSG00000250462	LRRC37BP1
ENSG00000250472	TRIM36-IT1
ENSG00000250474	WBP1LP2
ENSG00000250479	CHCHD10
ENSG00000250485	EXOC7P1
ENSG00000250486	FAM218A
ENSG00000250493	AP004147.1
ENSG00000250497	AC007126.1
ENSG00000250508	AP000808.1
ENSG00000250510	GPR162
ENSG00000250514	LINC02125
ENSG00000250526	CCT6P2
ENSG00000250536	ABHD17AP3
ENSG00000250539	KRT8P33
ENSG00000250541	AC092436.4
ENSG00000250548	LINC01303
ENSG00000250562	RPL38P4
ENSG00000250565	ATP6V1E2
ENSG00000250568	AC098591.2
ENSG00000250569	NTAN1P2
ENSG00000250571	GLI4
ENSG00000250602	AC093535.1
ENSG00000250604	AC098679.1
ENSG00000250608	AC010210.1
ENSG00000250615	AC008581.1
ENSG00000250616	AC012645.1
ENSG00000250626	AC093909.4
ENSG00000250634	LINC01182
ENSG00000250635	CXXC5-AS1
ENSG00000250644	AC068580.4
ENSG00000250654	AC023794.5
ENSG00000250667	AC106774.3
ENSG00000250673	REELD1
ENSG00000250682	LINC00491
ENSG00000250685	AC009123.1
ENSG00000250687	AC146944.2
ENSG00000250692	AC008667.2
ENSG00000250699	AP000892.1
ENSG00000250714	AC100861.2
ENSG00000250722	SELENOP
ENSG00000250733	C8orf17
ENSG00000250734	AL391335.1
ENSG00000250742	LINC02381
ENSG00000250746	AC105250.1
ENSG00000250748	AC025419.1
ENSG00000250749	AC122714.1
ENSG00000250751	AC015795.1
ENSG00000250764	AC025178.1
ENSG00000250770	AC005865.2
ENSG00000250771	AC106865.1
ENSG00000250786	SNHG18
ENSG00000250802	ZBED3-AS1
ENSG00000250803	AC010255.3
ENSG00000250808	MTCO2P30
ENSG00000250827	MFSD4BP1
ENSG00000250853	RNF138P1
ENSG00000250859	HNRNPKP1
ENSG00000250862	HMGB1P29
ENSG00000250878	METTL21EP
ENSG00000250889	LINC01336
ENSG00000250893	AC098869.2
ENSG00000250896	RNPS1P1
ENSG00000250900	AC008443.6
ENSG00000250902	SMAD1-AS1
ENSG00000250903	GMDS-AS1
ENSG00000250909	AC138956.1
ENSG00000250938	AC108866.1
ENSG00000250948	AC091180.4
ENSG00000250950	AC093752.2
ENSG00000250959	GLUD1P3
ENSG00000250962	AC090568.1
ENSG00000250982	GAPDHP35
ENSG00000250988	SNHG21
ENSG00000250995	AL391280.1
ENSG00000250999	AC136604.3
ENSG00000251000	AC008592.3
ENSG00000251002	AC244502.1
ENSG00000251009	AC133961.1
ENSG00000251010	AC097372.1
ENSG00000251015	SLC25A30-AS1
ENSG00000251017	AC093677.1
ENSG00000251018	HMMR-AS1
ENSG00000251022	THAP9-AS1
ENSG00000251023	AC114980.1
ENSG00000251032	CUL1P1
ENSG00000251034	AC037459.2
ENSG00000251041	AC106732.1
ENSG00000251050	AC112184.1
ENSG00000251059	AC139722.1
ENSG00000251072	LMNB1-DT
ENSG00000251073	NUDT19P5
ENSG00000251079	BMS1P2
ENSG00000251095	AC097478.1
ENSG00000251106	FAM206BP
ENSG00000251127	AC091173.1
ENSG00000251129	LINC02506
ENSG00000251131	AC025171.3
ENSG00000251136	AF117829.1
ENSG00000251139	AC084871.2
ENSG00000251141	MRPS30-DT
ENSG00000251143	AP002490.1
ENSG00000251155	SEPT14P4
ENSG00000251175	AC008243.1
ENSG00000251179	TMEM92-AS1
ENSG00000251186	AC105345.2
ENSG00000251187	AC010261.2
ENSG00000251192	ZNF674
ENSG00000251194	AL133330.1
ENSG00000251209	LINC00923
ENSG00000251211	AC136632.2
ENSG00000251215	GOLGA5P1
ENSG00000251221	LINC01337
ENSG00000251224	CNOT10-AS1
ENSG00000251229	AL645924.2
ENSG00000251230	MIR3945HG
ENSG00000251234	PSMA2P2
ENSG00000251235	SNRPCP2
ENSG00000251247	ZNF345
ENSG00000251259	AC004069.1
ENSG00000251279	SMIM15-AS1
ENSG00000251287	ALG1L2
ENSG00000251288	AC018797.3
ENSG00000251298	AC093835.1
ENSG00000251301	LINC02384
ENSG00000251313	AC073648.4
ENSG00000251314	AC104123.1
ENSG00000251322	SHANK3
ENSG00000251323	AP003086.1
ENSG00000251333	RTN3P1
ENSG00000251348	HSPD1P11
ENSG00000251354	AC024451.1
ENSG00000251364	AC107884.1
ENSG00000251369	ZNF550
ENSG00000251393	AC005280.1
ENSG00000251396	LINC01301
ENSG00000251405	AC008676.2
ENSG00000251411	AC093827.3
ENSG00000251413	AC068898.2
ENSG00000251414	AC138956.2
ENSG00000251417	AC145285.2
ENSG00000251429	AC098679.2
ENSG00000251441	RTEL1P1
ENSG00000251442	LINC01094
ENSG00000251445	AC021151.1
ENSG00000251450	RASGRF2-AS1
ENSG00000251451	GTF2IP9
ENSG00000251453	HAUS1P1
ENSG00000251467	AC020893.2
ENSG00000251468	AC135352.1
ENSG00000251474	RPL32P3
ENSG00000251484	AL356488.1
ENSG00000251493	FOXD1
ENSG00000251495	PPIAP11
ENSG00000251513	LIX1-AS1
ENSG00000251515	CCDC11P1
ENSG00000251517	AC096734.1
ENSG00000251520	AL162431.3
ENSG00000251523	AC108159.1
ENSG00000251533	LINC00605
ENSG00000251535	AC079140.4
ENSG00000251556	AC091887.1
ENSG00000251557	HNRNPKP3
ENSG00000251562	MALAT1
ENSG00000251563	IARS2P1
ENSG00000251576	LINC01267
ENSG00000251578	TRBV21-1
ENSG00000251580	LINC02482
ENSG00000251584	AC096751.2
ENSG00000251586	TET2-AS1
ENSG00000251588	AC125336.1
ENSG00000251593	MSNP1
ENSG00000251595	ABCA11P
ENSG00000251596	HADHAP1
ENSG00000251600	AC139713.2
ENSG00000251602	AL928654.1
ENSG00000251609	SETP12
ENSG00000251611	FAM160A1-DT
ENSG00000251614	HSPA8P19
ENSG00000251615	AC104825.1
ENSG00000251627	AC010395.2
ENSG00000251632	LINC02172
ENSG00000251634	AC145138.1
ENSG00000251637	AP003716.1
ENSG00000251642	AC098680.1
ENSG00000251661	AC136475.1
ENSG00000251664	PCDHA12
ENSG00000251666	ZNF346-IT1
ENSG00000251667	BRCC3P1
ENSG00000251669	FAM86EP
ENSG00000251675	AC010260.1
ENSG00000251682	AC122718.2
ENSG00000251739	RNU6-1053P
ENSG00000251754	RNU6-999P
ENSG00000251804	RNU6-1294P
ENSG00000251807	RNU6-202P
ENSG00000251819	RNU6-322P
ENSG00000251867	AC009812.1
ENSG00000251869	SCARNA23
ENSG00000251880	RNU7-75P
ENSG00000251889	RNU4-49P
ENSG00000251892	RNU7-84P
ENSG00000251916	RNU1-61P
ENSG00000251920	RNA5SP216
ENSG00000251922	RF00397
ENSG00000251934	RNU6-1143P
ENSG00000251991	RNU7-49P
ENSG00000252002	RNA5SP154
ENSG00000252010	SCARNA5
ENSG00000252021	RF00019_713
ENSG00000252034	RNY4P37
ENSG00000252050	RF00322_14
ENSG00000252060	RNA5SP464
ENSG00000252061	RNU6-415P
ENSG00000252062	RNU6-469P
ENSG00000252103	RNU6-917P
ENSG00000252128	RF00086
ENSG00000252147	RNY3P16
ENSG00000252169	RNA5SP200
ENSG00000252174	RNU7-18P
ENSG00000252185	RNU6-752P
ENSG00000252206	RNU7-40P
ENSG00000252213	SNORA74D
ENSG00000252222	RNU7-13P
ENSG00000252242	RNU7-115P
ENSG00000252244	RNU7-3P
ENSG00000252274	RF00422_2
ENSG00000252316	RNY4
ENSG00000252361	RNU6-118P
